Store Link,Address,Formatted Address,Place ID,Street Number,Route,City (Locality),Administrative Area Level 3,Administrative Area Level 2,Administrative Area Level 1,Country,Country Code,Postal Code,Latitude,Longitude,Shop ID
https://www.conad.it/ricerca-negozi/conad-via-pioppi-ss90-puglie-10-83035-grottaminarda--007234,conad via pioppi ss90 puglie 10 83035 grottaminarda  007234,"SS90, 10, 83036 Passo di Mirabella-pianopantano AV, Italy",ChIJk60w5E4oOhMRa8WeJQ6K2AU,10,SS90,Passo di Mirabella-pianopantano,Mirabella Eclano,Provincia di Avellino,Campania,Italy,IT,83036.0,41.05948250000001,15.0012523,67cf0b6874b04f610c63b6af
https://www.conad.it/ricerca-negozi/spazio-conad-ss-n7-appia-snc-82100-benevento--006888,spazio conad ss n7 appia snc 82100 benevento  006888,"S.S. N, SS7, snc, 82100 Benevento BN, Italy",ChIJ62jKEqwwOhMRiroJ6qZqkxE,snc,SS7,Benevento,Benevento,Provincia di Benevento,Campania,Italy,IT,82100.0,41.118531,14.756484,67cf0b6874b04f610c63b6b4
https://www.conad.it/ricerca-negozi/conad-city-via-roma-23-83040-fontanarosa--006442,conad city via roma 23 83040 fontanarosa  006442,"Via Roma, 23, 83040 Fontanarosa AV, Italy",ChIJDRYdXZrVOxMRft82gMxwH9c,23,Via Roma,Fontanarosa,Fontanarosa,Provincia di Avellino,Campania,Italy,IT,83040.0,41.014142,15.021049,67cf0b6974b04f610c63b6b9
https://www.conad.it/ricerca-negozi/margherita-conad-via-rosso-san-secondo-59-93015-niscemi--009425,margherita conad via rosso san secondo 59 93015 niscemi  009425,"Via Rosso di San Secondo, 59, 93015 Niscemi CL, Italy",ChIJh9k_M8UGERMR5FJUBlIO5Sk,59,Via Rosso di San Secondo,Niscemi,Niscemi,Libero consorzio comunale di Caltanissetta,Sicilia,Italy,IT,93015.0,37.148375,14.392748,67cf0b6974b04f610c63b6be
https://www.conad.it/ricerca-negozi/conad-superstore-via-francesca-e-giovanni-falcone-103-10051-avigliana--009721,conad superstore via francesca e giovanni falcone 103 10051 avigliana  009721,"Via Francesca e Giovanni Falcone, 103, 10051 Avigliana TO, Italy",ChIJR3ACUS5HiEcR16xH3pYSG-U,103,Via Francesca e Giovanni Falcone,,Avigliana,Città Metropolitana di Torino,Piemonte,Italy,IT,10051.0,45.087894,7.407675999999999,nan
https://www.conad.it/ricerca-negozi/conad-city-corso-umberto-i-37-89844-limbadi--008214,conad city corso umberto i 37 89844 limbadi  008214,"Corso Umberto I, 37, 89844 Limbadi VV, Italy",ChIJS52eF6lyFRMRxa9ItU5o52c,37,Corso Umberto I,Limbadi,Limbadi,Provincia di Vibo Valentia,Calabria,Italy,IT,89844.0,38.5557494,15.9657504,67cf0b6a74b04f610c63b6c4
https://www.conad.it/ricerca-negozi/conad-city-via-castello-27-89844-nicotera--008230,conad city via castello 27 89844 nicotera  008230,"Via Castello, 27, 89844 Nicotera VV, Italy",ChIJJSQh3zINFRMR7Zv2qyYKEio,27,Via Castello,Nicotera,Nicotera,Provincia di Vibo Valentia,Calabria,Italy,IT,89844.0,38.551682,15.937505,67cf0b6b74b04f610c63b6c9
https://www.conad.it/ricerca-negozi/conad-city-via-vittorio-emanuele-iii-snc-89016-rizziconi--009333,conad city via vittorio emanuele iii snc 89016 rizziconi  009333,"Via Vittorio Emanuele III, SNC, 89016 Rizziconi RC, Italy",ChIJw46loMQPFRMRJBUwORB3uWI,SNC,Via Vittorio Emanuele III,Rizziconi,Rizziconi,Città metropolitana di Reggio Calabria,Calabria,Italy,IT,89016.0,38.410871,15.954529,67cf0b6b74b04f610c63b6ce
https://www.conad.it/ricerca-negozi/conad-contrada-li-morti-snc-89016-rizziconi--008356,conad contrada li morti snc 89016 rizziconi  008356,"Contrada Li Morti, Snc, 89016 Rizziconi RC, Italy",ChIJ1e5hDN8PFRMRJTqX0Gm7rU8,Snc,Contrada Li Morti,Rizziconi,Rizziconi,Città metropolitana di Reggio Calabria,Calabria,Italy,IT,89016.0,38.4078452,15.9683598,67cf0b6c74b04f610c63b6d3
https://www.conad.it/ricerca-negozi/conad-superstore-via-nazionale-111-89013-gioia-tauro--010621,conad superstore via nazionale 111 89013 gioia tauro  010621,"Via Nazionale, 111, 89013 Gioia Tauro RC, Italy",ChIJuV_2UHEPFRMR0eP8LOlmRog,111,Via Nazionale,Gioia Tauro,Gioia Tauro,Città metropolitana di Reggio Calabria,Calabria,Italy,IT,89013.0,38.4200089,15.9020203,67cf0b6c74b04f610c63b6d8
